TaxCommissionPeriodId	MachineId	CommissionPlanDetailId	IsNoCommission	RestockId	TaxCommissionRuleId	ItemId	SalesQuantity	AllocatedSalesAmountInCents	AdjustedAllocatedSalesAmountInCents	TaxAmountInCents	DepositAmountInCents	AllocatedRefundAmountInCents	AllocatedCashlessAmountInCents	AllocatedDoNotDeductCashlessAmountInCents	UnitCostInCents	CommissionAmountInCents	AllocatedGuaranteeAmountInCents	
=1	=999952	=1	=True	=16884	=1	=248	=21	=1553	=1553.00000	=182.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=999952	=1	=True	=16884	=1	=250	=15	=1109	=1109.00000	=130.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=999952	=1	=True	=16884	=1	=264	=7	=518	=518.00000	=61.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=999952	=1	=True	=16884	=1	=348	=43	=9088	=9088.00000	=1063.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=999952	=1	=True	=16884	=1	=707	=8	=1057	=1057.00000	=123.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=999952	=1	=True	=16884	=1	=726	=23	=1702	=1702.00000	=199.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=999952	=1	=True	=16884	=1	=739	=31	=2293	=2293.00000	=268.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=999954	=44	=False	=16331	=152	=253	=11	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-715.00000	=0.00000	
=1	=999954	=44	=False	=16331	=152	=256	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-260.00000	=0.00000	
=1	=999954	=44	=False	=16331	=152	=264	=12	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-780.00000	=0.00000	
=1	=999954	=44	=False	=16331	=152	=272	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-260.00000	=0.00000	
=1	=999954	=44	=False	=16331	=153	=593	=48	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-3360.00000	=0.00000	
=1	=999954	=44	=False	=16704	=152	=248	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-195.00000	=0.00000	
=1	=999954	=44	=False	=16704	=152	=253	=35	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-2275.00000	=0.00000	
=1	=999954	=44	=False	=16704	=152	=256	=13	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-845.00000	=0.00000	
=1	=999954	=44	=False	=16704	=152	=264	=30	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1950.00000	=0.00000	
=1	=999954	=44	=False	=16704	=152	=269	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-65.00000	=0.00000	
=1	=999954	=44	=False	=16704	=152	=272	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-390.00000	=0.00000	
=1	=999954	=44	=False	=16704	=153	=593	=148	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-10360.00000	=0.00000	
=1	=999955	=55	=False	=16143	=208	=247	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-420.00000	=0.00000	
=1	=999955	=55	=False	=16143	=208	=248	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-420.00000	=0.00000	
=1	=999955	=55	=False	=16143	=208	=260	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999955	=55	=False	=16143	=208	=264	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-420.00000	=0.00000	
=1	=999955	=55	=False	=16143	=208	=269	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999955	=55	=False	=16143	=210	=430	=46	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-2990.00000	=0.00000	
=1	=999955	=55	=False	=16188	=208	=247	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999955	=55	=False	=16188	=208	=248	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-420.00000	=0.00000	
=1	=999955	=55	=False	=16188	=208	=260	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999955	=55	=False	=16188	=208	=264	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-420.00000	=0.00000	
=1	=999955	=55	=False	=16188	=208	=269	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999955	=55	=False	=16188	=210	=430	=43	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-2795.00000	=0.00000	
=1	=999955	=55	=False	=16255	=208	=247	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999955	=55	=False	=16255	=208	=248	=14	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-980.00000	=0.00000	
=1	=999955	=55	=False	=16255	=208	=260	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999955	=55	=False	=16255	=208	=264	=12	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-840.00000	=0.00000	
=1	=999955	=55	=False	=16255	=208	=269	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999955	=55	=False	=16255	=210	=430	=41	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-2665.00000	=0.00000	
=1	=999955	=55	=False	=16270	=208	=247	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999955	=55	=False	=16270	=208	=248	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999955	=55	=False	=16270	=208	=264	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999955	=55	=False	=16270	=210	=430	=24	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1560.00000	=0.00000	
=1	=999955	=55	=False	=16318	=208	=247	=7	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-490.00000	=0.00000	
=1	=999955	=55	=False	=16318	=208	=248	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999955	=55	=False	=16318	=208	=260	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999955	=55	=False	=16318	=208	=264	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999955	=55	=False	=16318	=208	=269	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999955	=55	=False	=16318	=210	=430	=64	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-4160.00000	=0.00000	
=1	=999955	=55	=False	=16364	=208	=247	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999955	=55	=False	=16364	=208	=248	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999955	=55	=False	=16364	=208	=260	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999955	=55	=False	=16364	=208	=264	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999955	=55	=False	=16364	=208	=269	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999955	=55	=False	=16364	=210	=430	=42	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-2730.00000	=0.00000	
=1	=999955	=55	=False	=16453	=208	=247	=10	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-700.00000	=0.00000	
=1	=999955	=55	=False	=16453	=208	=248	=18	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1260.00000	=0.00000	
=1	=999955	=55	=False	=16453	=208	=260	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999955	=55	=False	=16453	=208	=264	=10	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-700.00000	=0.00000	
=1	=999955	=55	=False	=16453	=208	=269	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999955	=55	=False	=16453	=210	=430	=133	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-8645.00000	=0.00000	
=1	=999955	=55	=False	=16510	=208	=247	=12	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-840.00000	=0.00000	
=1	=999955	=55	=False	=16510	=208	=248	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-420.00000	=0.00000	
=1	=999955	=55	=False	=16510	=208	=260	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999955	=55	=False	=16510	=208	=264	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-420.00000	=0.00000	
=1	=999955	=55	=False	=16510	=208	=269	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999955	=55	=False	=16510	=210	=430	=90	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-5850.00000	=0.00000	
=1	=999955	=55	=False	=16578	=208	=247	=11	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-770.00000	=0.00000	
=1	=999955	=55	=False	=16578	=208	=248	=8	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-560.00000	=0.00000	
=1	=999955	=55	=False	=16578	=208	=260	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999955	=55	=False	=16578	=208	=264	=5	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-350.00000	=0.00000	
=1	=999955	=55	=False	=16578	=208	=269	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999955	=55	=False	=16578	=210	=430	=98	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-6370.00000	=0.00000	
=1	=999955	=55	=False	=16644	=208	=247	=8	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-560.00000	=0.00000	
=1	=999955	=55	=False	=16644	=208	=248	=8	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-560.00000	=0.00000	
=1	=999955	=55	=False	=16644	=208	=260	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999955	=55	=False	=16644	=208	=264	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999955	=55	=False	=16644	=210	=430	=69	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-4485.00000	=0.00000	
=1	=999955	=55	=False	=16701	=208	=247	=14	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-980.00000	=0.00000	
=1	=999955	=55	=False	=16701	=208	=248	=12	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-840.00000	=0.00000	
=1	=999955	=55	=False	=16701	=208	=260	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999955	=55	=False	=16701	=208	=264	=5	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-350.00000	=0.00000	
=1	=999955	=55	=False	=16701	=208	=269	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999955	=55	=False	=16701	=210	=430	=92	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-5980.00000	=0.00000	
=1	=999955	=55	=False	=16776	=208	=247	=14	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-980.00000	=0.00000	
=1	=999955	=55	=False	=16776	=208	=248	=9	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-630.00000	=0.00000	
=1	=999955	=55	=False	=16776	=208	=260	=5	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-350.00000	=0.00000	
=1	=999955	=55	=False	=16776	=208	=264	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-420.00000	=0.00000	
=1	=999955	=55	=False	=16776	=208	=269	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999955	=55	=False	=16776	=210	=430	=102	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-6630.00000	=0.00000	
=1	=999955	=55	=False	=16826	=208	=247	=8	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-560.00000	=0.00000	
=1	=999955	=55	=False	=16826	=208	=248	=7	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-490.00000	=0.00000	
=1	=999955	=55	=False	=16826	=208	=260	=6	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-420.00000	=0.00000	
=1	=999955	=55	=False	=16826	=208	=264	=2	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-140.00000	=0.00000	
=1	=999955	=55	=False	=16826	=208	=269	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999955	=55	=False	=16826	=210	=430	=89	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-5785.00000	=0.00000	
=1	=999955	=55	=False	=16883	=208	=247	=5	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-350.00000	=0.00000	
=1	=999955	=55	=False	=16883	=208	=248	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999955	=55	=False	=16883	=208	=260	=3	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=999955	=55	=False	=16883	=208	=264	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999955	=55	=False	=16883	=210	=430	=73	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-4745.00000	=0.00000	
=1	=999955	=55	=False	=16968	=208	=247	=13	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-910.00000	=0.00000	
=1	=999955	=55	=False	=16968	=208	=248	=1	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=999955	=55	=False	=16968	=208	=260	=4	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=999955	=55	=False	=16968	=208	=264	=7	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-490.00000	=0.00000	
=1	=999955	=55	=False	=16968	=208	=269	=7	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-490.00000	=0.00000	
=1	=999955	=55	=False	=16968	=210	=430	=74	=0	=0.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-4810.00000	=0.00000	
=1	=999956	=62	=False	=16128	=243	=248	=3	=75	=75.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-150.00000	=0.00000	
=1	=999956	=62	=False	=16128	=243	=713	=2	=50	=50.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-100.00000	=0.00000	
=1	=999956	=62	=False	=16128	=243	=725	=1	=25	=25.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-50.00000	=0.00000	
=1	=999956	=62	=False	=16128	=243	=739	=3	=75	=75.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-150.00000	=0.00000	
=1	=999956	=62	=False	=16587	=243	=247	=13	=325	=325.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-650.00000	=0.00000	
=1	=999956	=62	=False	=16587	=243	=248	=38	=950	=950.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-1900.00000	=0.00000	
=1	=999956	=62	=False	=16587	=243	=707	=8	=600	=600.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-400.00000	=0.00000	
=1	=999956	=62	=False	=16587	=243	=713	=12	=300	=300.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-600.00000	=0.00000	
=1	=999956	=62	=False	=16587	=243	=725	=42	=1050	=1050.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-2100.00000	=0.00000	
=1	=999956	=62	=False	=16587	=243	=739	=18	=450	=450.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-900.00000	=0.00000	
=1	=999956	=62	=False	=16587	=243	=842	=13	=325	=325.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-650.00000	=0.00000	
=1	=999956	=62	=False	=16587	=243	=988	=7	=175	=175.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-350.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=281	=1	=123	=123.00000	=5.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=289	=3	=499	=499.00000	=39.00000	=0	=0	=0.00000	=0.00000	=0.00000	=15.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=301	=2	=332	=332.00000	=25.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=309	=7	=796	=796.00000	=32.00000	=0	=0	=0.00000	=0.00000	=0.00000	=35.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=318	=3	=341	=341.00000	=15.00000	=0	=0	=0.00000	=0.00000	=0.00000	=15.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=319	=4	=455	=455.00000	=18.00000	=0	=0	=0.00000	=0.00000	=0.00000	=20.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=324	=2	=227	=227.00000	=9.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=351	=6	=840	=840.00000	=33.00000	=0	=0	=0.00000	=0.00000	=0.00000	=30.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=352	=4	=560	=560.00000	=21.00000	=0	=0	=0.00000	=0.00000	=0.00000	=20.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=365	=1	=394	=394.00000	=14.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=383	=2	=333	=333.00000	=13.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=385	=3	=499	=499.00000	=19.00000	=0	=0	=0.00000	=0.00000	=0.00000	=15.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=395	=3	=499	=499.00000	=20.00000	=0	=0	=0.00000	=0.00000	=0.00000	=15.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=467	=4	=594	=594.00000	=24.00000	=0	=0	=0.00000	=0.00000	=0.00000	=20.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=480	=2	=298	=298.00000	=12.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=527	=6	=893	=893.00000	=35.00000	=0	=0	=0.00000	=0.00000	=0.00000	=30.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=543	=1	=148	=148.00000	=5.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=590	=1	=122	=122.00000	=10.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=594	=3	=341	=341.00000	=13.00000	=0	=0	=0.00000	=0.00000	=0.00000	=15.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=678	=3	=446	=446.00000	=18.00000	=0	=0	=0.00000	=0.00000	=0.00000	=15.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=696	=2	=332	=332.00000	=25.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=757	=1	=166	=166.00000	=6.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=761	=2	=333	=333.00000	=25.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=925	=3	=368	=368.00000	=14.00000	=0	=0	=0.00000	=0.00000	=0.00000	=15.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=995	=3	=498	=498.00000	=37.00000	=0	=0	=0.00000	=0.00000	=0.00000	=15.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=1010	=2	=245	=245.00000	=11.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=999968	=22	=False	=16193	=45	=1015	=1	=123	=123.00000	=5.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=280	=2	=177	=177.00000	=13.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=281	=3	=197	=197.00000	=8.00000	=0	=0	=0.00000	=0.00000	=0.00000	=15.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=282	=2	=179	=179.00000	=13.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=286	=2	=178	=178.00000	=13.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=289	=11	=978	=978.00000	=75.00000	=0	=0	=0.00000	=0.00000	=0.00000	=55.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=309	=9	=549	=549.00000	=22.00000	=0	=0	=0.00000	=0.00000	=0.00000	=45.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=318	=2	=123	=123.00000	=5.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=319	=13	=792	=792.00000	=31.00000	=0	=0	=0.00000	=0.00000	=0.00000	=65.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=324	=5	=304	=304.00000	=12.00000	=0	=0	=0.00000	=0.00000	=0.00000	=25.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=350	=1	=75	=75.00000	=3.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=351	=8	=599	=599.00000	=23.00000	=0	=0	=0.00000	=0.00000	=0.00000	=40.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=352	=5	=374	=374.00000	=15.00000	=0	=0	=0.00000	=0.00000	=0.00000	=25.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=356	=4	=263	=263.00000	=9.00000	=0	=0	=0.00000	=0.00000	=0.00000	=20.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=375	=1	=66	=66.00000	=5.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=383	=11	=979	=979.00000	=39.00000	=0	=0	=0.00000	=0.00000	=0.00000	=55.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=385	=10	=890	=890.00000	=36.00000	=0	=0	=0.00000	=0.00000	=0.00000	=50.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=395	=8	=712	=712.00000	=28.00000	=0	=0	=0.00000	=0.00000	=0.00000	=40.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=409	=2	=130	=130.00000	=5.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=423	=2	=131	=131.00000	=5.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=425	=1	=66	=66.00000	=2.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=467	=6	=477	=477.00000	=19.00000	=0	=0	=0.00000	=0.00000	=0.00000	=30.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=480	=5	=399	=399.00000	=16.00000	=0	=0	=0.00000	=0.00000	=0.00000	=25.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=527	=13	=1035	=1035.00000	=41.00000	=0	=0	=0.00000	=0.00000	=0.00000	=65.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=543	=6	=478	=478.00000	=19.00000	=0	=0	=0.00000	=0.00000	=0.00000	=30.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=594	=6	=366	=366.00000	=15.00000	=0	=0	=0.00000	=0.00000	=0.00000	=30.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=618	=2	=132	=132.00000	=6.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=678	=11	=875	=875.00000	=34.00000	=0	=0	=0.00000	=0.00000	=0.00000	=55.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=686	=4	=300	=300.00000	=11.00000	=0	=0	=0.00000	=0.00000	=0.00000	=20.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=696	=7	=622	=622.00000	=48.00000	=0	=0	=0.00000	=0.00000	=0.00000	=35.00000	=0.00000	
=1	=999968	=22	=False	=16344	=45	=757	=1	=89	=89.00000	=3.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
