RestockId	DeliveryOrderId	SaleId	MachineId	EffectiveDate	TaxJurisdictionDetailId	TaxCommissionRuleId	ItemId	AllocatedSalesAmountInCents	TaxableAllocatedSalesAmountInCents	TaxableAllocatedNetSalesAmountInCents	TaxBasisInCents	TaxAmountInCents	DepositAmountInCents	
=16153	[NULL]	[NULL]	=999966	=11/04/2013 00:00:00	=41	=327	=253	=637	=637	=637	=588.45266	=6.00000	=0	
=16153	[NULL]	[NULL]	=999966	=11/04/2013 00:00:00	=41	=327	=254	=1591	=1591	=1591	=1469.74596	=15.00000	=0	
=16153	[NULL]	[NULL]	=999966	=11/04/2013 00:00:00	=41	=327	=259	=1034	=1034	=1034	=955.19630	=9.00000	=0	
=16153	[NULL]	[NULL]	=999966	=11/04/2013 00:00:00	=41	=327	=572	=1458	=1458	=1458	=1346.88222	=14.00000	=0	
=16153	[NULL]	[NULL]	=999966	=11/04/2013 00:00:00	=41	=327	=577	=2784	=2784	=2784	=2571.82448	=25.00000	=0	
=16153	[NULL]	[NULL]	=999966	=11/04/2013 00:00:00	=41	=327	=856	=636	=636	=636	=587.52887	=6.00000	=0	
=16153	[NULL]	[NULL]	=999966	=11/04/2013 00:00:00	=41	=329	=593	=742	=742	=742	=742.00000	=0.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=274	=280	=544	=544	=544	=502.54042	=31.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=274	=282	=724	=724	=724	=668.82217	=42.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=274	=286	=1993	=1993	=1993	=1841.10855	=115.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=274	=292	=362	=362	=362	=334.41109	=21.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=274	=299	=182	=182	=182	=168.12933	=10.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=274	=375	=407	=407	=407	=375.98152	=24.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=274	=376	=408	=408	=408	=376.90531	=24.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=274	=377	=272	=272	=272	=251.27021	=16.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=274	=589	=136	=136	=136	=125.63510	=7.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=274	=761	=362	=362	=362	=334.41109	=21.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=274	=904	=725	=725	=725	=669.74596	=41.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=316	=634	=634	=634	=608.88355	=19.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=319	=888	=888	=888	=852.82113	=26.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=324	=253	=253	=253	=242.97719	=8.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=329	=489	=489	=489	=469.62785	=15.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=350	=462	=462	=462	=443.69748	=13.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=351	=616	=616	=616	=591.59664	=18.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=353	=154	=154	=154	=147.89916	=5.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=356	=135	=135	=135	=129.65186	=4.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=357	=381	=381	=381	=365.90636	=12.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=382	=544	=544	=544	=522.44898	=16.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=385	=363	=363	=363	=348.61945	=11.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=395	=905	=905	=905	=869.14766	=28.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=400	=1268	=1268	=1268	=1217.76711	=38.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=409	=136	=136	=136	=130.61224	=4.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=456	=380	=380	=380	=364.94598	=11.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=480	=652	=652	=652	=626.17047	=19.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=543	=816	=816	=816	=783.67347	=24.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=604	=272	=272	=272	=261.22449	=8.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=611	=544	=544	=544	=522.44898	=17.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=686	=462	=462	=462	=443.69748	=14.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=892	=1269	=1269	=1269	=1218.72749	=38.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=972	=725	=725	=725	=696.27851	=22.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=1010	=136	=136	=136	=130.61224	=4.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=1019	=136	=136	=136	=130.61224	=5.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=1027	=543	=543	=543	=521.48860	=16.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=26	=275	=1028	=652	=652	=652	=626.17047	=20.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=282	=280	=544	=544	=544	=502.54042	=6.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=282	=282	=724	=724	=724	=668.82217	=7.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=282	=286	=1993	=1993	=1993	=1841.10855	=19.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=282	=292	=362	=362	=362	=334.41109	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=282	=299	=182	=182	=182	=168.12933	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=282	=375	=407	=407	=407	=375.98152	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=282	=376	=408	=408	=408	=376.90531	=4.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=282	=377	=272	=272	=272	=251.27021	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=282	=589	=136	=136	=136	=125.63510	=1.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=282	=761	=362	=362	=362	=334.41109	=4.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=282	=904	=725	=725	=725	=669.74596	=6.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=316	=634	=634	=634	=608.88355	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=319	=888	=888	=888	=852.82113	=4.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=324	=253	=253	=253	=242.97719	=1.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=329	=489	=489	=489	=469.62785	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=350	=462	=462	=462	=443.69748	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=351	=616	=616	=616	=591.59664	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=353	=154	=154	=154	=147.89916	=1.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=356	=135	=135	=135	=129.65186	=1.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=357	=381	=381	=381	=365.90636	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=382	=544	=544	=544	=522.44898	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=385	=363	=363	=363	=348.61945	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=395	=905	=905	=905	=869.14766	=4.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=400	=1268	=1268	=1268	=1217.76711	=6.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=409	=136	=136	=136	=130.61224	=1.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=456	=380	=380	=380	=364.94598	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=480	=652	=652	=652	=626.17047	=4.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=543	=816	=816	=816	=783.67347	=4.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=604	=272	=272	=272	=261.22449	=1.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=611	=544	=544	=544	=522.44898	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=686	=462	=462	=462	=443.69748	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=892	=1269	=1269	=1269	=1218.72749	=6.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=972	=725	=725	=725	=696.27851	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=1010	=136	=136	=136	=130.61224	=0.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=1019	=136	=136	=136	=130.61224	=1.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=1027	=543	=543	=543	=521.48860	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=28	=283	=1028	=652	=652	=652	=626.17047	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=327	=280	=544	=544	=544	=502.54042	=5.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=327	=282	=724	=724	=724	=668.82217	=6.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=327	=286	=1993	=1993	=1993	=1841.10855	=18.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=327	=292	=362	=362	=362	=334.41109	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=327	=299	=182	=182	=182	=168.12933	=1.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=327	=375	=407	=407	=407	=375.98152	=4.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=327	=376	=408	=408	=408	=376.90531	=4.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=327	=377	=272	=272	=272	=251.27021	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=327	=589	=136	=136	=136	=125.63510	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=327	=761	=362	=362	=362	=334.41109	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=327	=904	=725	=725	=725	=669.74596	=7.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=316	=634	=634	=634	=608.88355	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=319	=888	=888	=888	=852.82113	=5.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=324	=253	=253	=253	=242.97719	=1.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=329	=489	=489	=489	=469.62785	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=350	=462	=462	=462	=443.69748	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=351	=616	=616	=616	=591.59664	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=353	=154	=154	=154	=147.89916	=1.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=356	=135	=135	=135	=129.65186	=1.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=357	=381	=381	=381	=365.90636	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=382	=544	=544	=544	=522.44898	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=385	=363	=363	=363	=348.61945	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=395	=905	=905	=905	=869.14766	=4.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=400	=1268	=1268	=1268	=1217.76711	=7.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=409	=136	=136	=136	=130.61224	=1.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=456	=380	=380	=380	=364.94598	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=480	=652	=652	=652	=626.17047	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=543	=816	=816	=816	=783.67347	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=604	=272	=272	=272	=261.22449	=1.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=611	=544	=544	=544	=522.44898	=3.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=686	=462	=462	=462	=443.69748	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=892	=1269	=1269	=1269	=1218.72749	=6.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=972	=725	=725	=725	=696.27851	=4.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=1010	=136	=136	=136	=130.61224	=1.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=1019	=136	=136	=136	=130.61224	=0.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=1027	=543	=543	=543	=521.48860	=2.00000	=0	
=16155	[NULL]	[NULL]	=1014674	=11/04/2013 00:00:00	=41	=328	=1028	=652	=652	=652	=626.17047	=3.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=26	=274	=348	=386	=386	=386	=356.58199	=22.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=26	=274	=570	=386	=386	=386	=356.58199	=23.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=26	=274	=571	=386	=386	=386	=356.58199	=22.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=26	=274	=705	=386	=386	=386	=356.58199	=22.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=26	=274	=715	=385	=385	=385	=355.65820	=22.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=26	=274	=718	=386	=386	=386	=356.58199	=23.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=26	=276	=458	=385	=385	=385	=385.00000	=0.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=28	=282	=348	=386	=386	=386	=356.58199	=3.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=28	=282	=570	=386	=386	=386	=356.58199	=4.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=28	=282	=571	=386	=386	=386	=356.58199	=4.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=28	=282	=705	=386	=386	=386	=356.58199	=4.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=28	=282	=715	=385	=385	=385	=355.65820	=4.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=28	=282	=718	=386	=386	=386	=356.58199	=4.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=28	=284	=458	=385	=385	=385	=385.00000	=0.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=41	=327	=348	=386	=386	=386	=356.58199	=4.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=41	=327	=570	=386	=386	=386	=356.58199	=3.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=41	=327	=571	=386	=386	=386	=356.58199	=3.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=41	=327	=705	=386	=386	=386	=356.58199	=3.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=41	=327	=715	=385	=385	=385	=355.65820	=4.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=41	=327	=718	=386	=386	=386	=356.58199	=3.00000	=0	
=16157	[NULL]	[NULL]	=999947	=11/04/2013 00:00:00	=41	=329	=458	=385	=385	=385	=385.00000	=0.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=274	=280	=440	=440	=440	=406.46651	=26.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=274	=285	=439	=439	=439	=405.54273	=25.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=274	=286	=1319	=1319	=1319	=1218.47575	=76.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=274	=289	=440	=440	=440	=406.46651	=25.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=274	=696	=440	=440	=440	=406.46651	=26.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=310	=301	=301	=301	=289.07563	=10.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=322	=602	=602	=602	=578.15126	=18.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=325	=301	=301	=301	=289.07563	=9.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=347	=786	=786	=786	=754.86194	=23.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=351	=370	=370	=370	=355.34214	=11.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=365	=926	=926	=926	=889.31573	=28.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=395	=880	=880	=880	=845.13806	=26.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=414	=324	=324	=324	=311.16447	=10.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=417	=324	=324	=324	=311.16447	=10.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=423	=324	=324	=324	=311.16447	=9.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=456	=602	=602	=602	=578.15126	=18.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=527	=787	=787	=787	=755.82233	=24.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=543	=393	=393	=393	=377.43097	=12.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=594	=301	=301	=301	=289.07563	=9.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=624	=324	=324	=324	=311.16447	=10.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=925	=324	=324	=324	=311.16447	=10.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=972	=440	=440	=440	=422.56903	=13.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=992	=1620	=1620	=1620	=1555.82233	=49.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=26	=275	=1015	=648	=648	=648	=622.32893	=20.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=282	=280	=440	=440	=440	=406.46651	=4.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=282	=285	=439	=439	=439	=405.54273	=4.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=282	=286	=1319	=1319	=1319	=1218.47575	=12.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=282	=289	=440	=440	=440	=406.46651	=4.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=282	=696	=440	=440	=440	=406.46651	=4.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=310	=301	=301	=301	=289.07563	=2.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=322	=602	=602	=602	=578.15126	=3.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=325	=301	=301	=301	=289.07563	=2.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=347	=786	=786	=786	=754.86194	=4.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=351	=370	=370	=370	=355.34214	=2.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=365	=926	=926	=926	=889.31573	=5.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=395	=880	=880	=880	=845.13806	=5.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=414	=324	=324	=324	=311.16447	=1.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=417	=324	=324	=324	=311.16447	=2.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=423	=324	=324	=324	=311.16447	=2.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=456	=602	=602	=602	=578.15126	=3.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=527	=787	=787	=787	=755.82233	=4.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=543	=393	=393	=393	=377.43097	=2.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=594	=301	=301	=301	=289.07563	=2.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=624	=324	=324	=324	=311.16447	=2.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=925	=324	=324	=324	=311.16447	=2.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=972	=440	=440	=440	=422.56903	=2.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=992	=1620	=1620	=1620	=1555.82233	=8.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=28	=283	=1015	=648	=648	=648	=622.32893	=3.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=41	=327	=280	=440	=440	=440	=406.46651	=4.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=41	=327	=285	=439	=439	=439	=405.54273	=4.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=41	=327	=286	=1319	=1319	=1319	=1218.47575	=12.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=41	=327	=289	=440	=440	=440	=406.46651	=5.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=41	=327	=696	=440	=440	=440	=406.46651	=4.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=41	=328	=310	=301	=301	=301	=289.07563	=1.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=41	=328	=322	=602	=602	=602	=578.15126	=3.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=41	=328	=325	=301	=301	=301	=289.07563	=1.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=41	=328	=347	=786	=786	=786	=754.86194	=4.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=41	=328	=351	=370	=370	=370	=355.34214	=2.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=41	=328	=365	=926	=926	=926	=889.31573	=4.00000	=0	
=16158	[NULL]	[NULL]	=1037528	=11/04/2013 00:00:00	=41	=328	=395	=880	=880	=880	=845.13806	=4.00000	=0	
