Id	ScheduleId	MachineId	Deleted	
=1129296	=30447	=606376	=True	
=1129297	=30447	=606574	=True	
=1129298	=30447	=606580	=True	
=1129299	=30447	=639773	=True	
=1129300	=30447	=639783	=True	
=1129301	=30447	=639777	=True	
=1129302	=30447	=636433	=True	
=1129303	=30447	=603539	=False	
=1129304	=30447	=1144497	=True	
=1129305	=30447	=633880	=True	
=1129306	=30447	=614726	=True	
=1129338	=30449	=1035160	=True	
=1129339	=30449	=1035071	=True	
=1129340	=30449	=1035274	=True	
=1129341	=30449	=1035115	=True	
=1129342	=30449	=1035119	=False	
=1129343	=30449	=1033908	=False	
=1129344	=30449	=1035148	=False	
=1129345	=30449	=1035251	=False	
=1129346	=30449	=1035143	=False	
=1129347	=30449	=1035147	=False	
=1129348	=30449	=1035142	=False	
=1129349	=30449	=1035144	=False	
=1129350	=30449	=1035152	=True	
=1129351	=30449	=1098977	=True	
=1129352	=30449	=1035182	=True	
=1129353	=30449	=1034618	=False	
=1129354	=30449	=1034764	=True	
=1129355	=30449	=1136643	=False	
=1129356	=30449	=1034884	=True	
=1129357	=30449	=1035003	=True	
=1129358	=30449	=1034755	=False	
=1129359	=30449	=1033202	=True	
=1129360	=30449	=1034602	=False	
=1129361	=30449	=1136577	=False	
=1129362	=30449	=1034864	=True	
=1129363	=30449	=1034891	=False	
=1129364	=30449	=1136485	=False	
=1129365	=30449	=1034641	=True	
=1129366	=30449	=1098964	=True	
=1129367	=30449	=1032535	=False	
=1129368	=30449	=1136053	=True	
=1129369	=30449	=1033981	=False	
=1129370	=30449	=1034847	=False	
=1129371	=30449	=1034647	=False	
=1129372	=30449	=1034878	=False	
=1129373	=30449	=1034718	=False	
=1129374	=30449	=1034717	=False	
=1129375	=30449	=1034750	=False	
=1129376	=30449	=1034744	=False	
=1129377	=30449	=1035153	=False	
=1129378	=30449	=1034859	=False	
=1129379	=30449	=1035030	=False	
=1129380	=30449	=1146351	=False	
=1129381	=30449	=1109877	=False	
=1129403	=30451	=1166843	=False	
=1129404	=30451	=1133896	=False	
=1129405	=30451	=1034648	=True	
=1129406	=30451	=1166826	=False	
=1129407	=30451	=1035256	=True	
=1129408	=30451	=1166827	=False	
=1129409	=30451	=1033973	=False	
=1129410	=30451	=1034781	=True	
=1129411	=30451	=1034569	=True	
=1129412	=30451	=1135038	=False	
=1129413	=30451	=1166824	=False	
=1129414	=30451	=1034789	=False	
=1129415	=30451	=1034866	=True	
=1129416	=30451	=1034632	=False	
=1129417	=30451	=1166831	=True	
=1129418	=30451	=1136543	=False	
=1129419	=30451	=1166825	=False	
=1129420	=30451	=1034982	=False	
=1129421	=30451	=1112342	=True	
=1129422	=30451	=614784	=False	
=1129423	=30451	=635045	=False	
=1129424	=30451	=1034871	=False	
=1129425	=30451	=1034870	=False	
=1129426	=30451	=1034853	=False	
=1129427	=30451	=1034825	=False	
=1129428	=30451	=1035097	=False	
=1129429	=30451	=1034928	=False	
=1129430	=30451	=1034799	=False	
=1129431	=30451	=614843	=False	
=1129432	=30451	=1034756	=False	
=1129433	=30451	=633659	=False	
=1129434	=30451	=614729	=False	
=1129435	=30451	=1100814	=False	
=1129436	=30451	=1111926	=False	
=1129437	=30451	=1136147	=False	
=1129480	=30453	=1035175	=True	
=1129481	=30453	=1034836	=False	
=1129482	=30453	=1035111	=False	
=1129483	=30453	=1035178	=True	
=1129484	=30453	=1035173	=True	
=1129485	=30453	=1035188	=True	
=1129486	=30453	=1035171	=True	
=1129487	=30453	=1035187	=True	
=1129488	=30453	=1035172	=False	
=1129489	=30453	=1034711	=True	
=1129490	=30453	=1035176	=True	
=1129491	=30453	=1035070	=False	
=1129492	=30453	=1035140	=True	
=1129493	=30453	=1035181	=True	
=1129494	=30453	=1035186	=True	
=1129495	=30453	=1035277	=False	
=1129496	=30453	=1034762	=False	
=1129497	=30453	=1177964	=True	
=1129498	=30453	=1034705	=False	
=1129499	=30453	=1034898	=False	
=1129500	=30453	=1034728	=False	
=1129501	=30453	=1137563	=True	
=1129502	=30453	=1177963	=True	
=1129503	=30453	=1034761	=False	
=1129504	=30453	=1137562	=True	
=1129505	=30453	=1136644	=True	
=1129506	=30453	=1034857	=False	
=1129507	=30453	=1034815	=False	
=1129508	=30453	=1034780	=False	
=1129509	=30453	=1035048	=False	
=1129510	=30453	=1034895	=False	
=1129511	=30453	=1034816	=False	
=1129512	=30453	=1034821	=False	
=1129513	=30453	=1034951	=False	
=1129514	=30453	=1034823	=True	
=1129515	=30453	=1034554	=False	
=1129516	=30453	=1113831	=False	
=1129517	=30453	=1035265	=False	
=1129518	=30453	=1034698	=False	
=1129519	=30453	=1034844	=False	
=1129520	=30453	=1034845	=True	
=1129521	=30453	=1034650	=True	
=1129522	=30447	=606367	=False	
=1129523	=30447	=642163	=False	
=1129524	=30453	=1034874	=False	
=1129525	=30453	=1046872	=False	
=1129526	=30453	=1034819	=False	
=1129527	=30453	=1167124	=False	
=1129528	=30453	=1034741	=False	
=1129529	=30453	=1034730	=False	
=1129530	=30453	=1035202	=False	
=1129531	=30453	=1035177	=False	
=1129532	=30453	=1034757	=False	
=1129533	=30453	=1034918	=False	
=1129534	=30453	=1035099	=False	
=1129535	=30453	=1177962	=False	
=1129536	=30454	=639878	=False	
=1129537	=30454	=604187	=False	
=1129538	=30454	=641526	=False	
=1129539	=30454	=639904	=True	
=1129540	=30454	=604242	=False	
=1129541	=30454	=639906	=True	
=1129542	=30454	=641519	=False	
=1129543	=30454	=639903	=True	
=1129544	=30454	=639900	=True	
=1129545	=30454	=639899	=True	
=1129546	=30454	=639879	=True	
=1129547	=30454	=1146426	=False	
=1129548	=30454	=1166945	=False	
=1129549	=30454	=1167091	=False	
=1129550	=30454	=1146427	=False	
=1129551	=30454	=1166795	=True	
=1129552	=30454	=635745	=True	
=1129553	=30454	=604412	=True	
=1129554	=30454	=635484	=False	
=1129555	=30454	=635665	=True	
=1129556	=30454	=607553	=False	
=1129557	=30454	=644524	=False	
=1129558	=30454	=635710	=False	
=1129559	=30454	=607543	=True	
=1129560	=30454	=1146176	=False	
=1129561	=30454	=635645	=False	
=1129562	=30454	=1167068	=False	
=1129563	=30454	=635389	=False	
=1129564	=30454	=635387	=False	
=1129565	=30454	=1113974	=False	
=1129566	=30454	=639889	=False	
=1129567	=30454	=603805	=False	
=1129568	=30454	=639886	=False	
=1129569	=30454	=639911	=False	
=1129570	=30454	=639897	=False	
=1129571	=30454	=635415	=False	
=1129572	=30454	=1145819	=False	
=1129573	=30454	=639896	=False	
=1129574	=30454	=633600	=False	
=1129575	=30454	=635391	=False	
=1129576	=30454	=604136	=False	
=1129577	=30455	=1167132	=False	
=1129578	=30455	=1167134	=False	
=1129579	=30455	=633829	=False	
=1129580	=30455	=1146357	=False	
=1129581	=30455	=1166929	=False	
=1129582	=30455	=1166931	=False	
=1129583	=30455	=1146218	=False	
=1129584	=30455	=1146220	=False	
=1129585	=30455	=611113	=True	
=1129586	=30455	=635404	=False	
=1129587	=30455	=1109606	=True	
=1129588	=30455	=1146134	=False	
=1129589	=30455	=615372	=False	
=1129590	=30455	=1108695	=False	
=1129591	=30455	=614640	=False	
=1129592	=30455	=614740	=False	
=1129593	=30455	=1146556	=False	
=1129594	=30455	=633836	=False	
=1129595	=30455	=1109667	=False	
=1129596	=30455	=641442	=True	
=1129597	=30455	=635142	=False	
=1129598	=30455	=1146178	=False	
=1129599	=30455	=1108542	=False	
=1129600	=30455	=611030	=False	
=1129601	=30455	=633887	=True	
=1129602	=30455	=603502	=True	
=1129603	=30455	=635154	=False	
=1129604	=30455	=611250	=False	
=1129605	=30455	=1109455	=False	
=1129606	=30455	=614645	=False	
=1129607	=30455	=611029	=False	
=1129608	=30455	=1146165	=False	
=1129609	=30455	=1109635	=False	
=1129610	=30455	=604457	=False	
=1129611	=30455	=614584	=False	
=1129612	=30455	=614731	=False	
=1129613	=30455	=633632	=False	
=1129614	=30455	=614717	=False	
=1129615	=30455	=1109655	=False	
=1129616	=30455	=642158	=False	
=1129617	=30455	=635721	=False	
=1129618	=30455	=1109630	=True	
=1129619	=30455	=614874	=True	
=1129620	=30455	=615400	=True	
=1129621	=30455	=633838	=False	
=1129622	=30456	=1166859	=False	
=1129623	=30456	=1166864	=False	
=1129624	=30456	=1166865	=False	
=1129625	=30456	=1166863	=False	
=1129626	=30456	=603549	=False	
=1129627	=30456	=635568	=False	
=1129628	=30456	=642149	=True	
=1129629	=30456	=635572	=False	
=1129630	=30456	=603904	=False	
=1129631	=30456	=1166823	=False	
=1129632	=30456	=1166830	=False	
=1129633	=30456	=1167077	=False	
=1129634	=30456	=1167079	=False	
=1129635	=30456	=1109856	=False	
=1129636	=30456	=1109756	=False	
=1129637	=30456	=635468	=True	
=1129638	=30456	=604010	=False	
=1129639	=30456	=1145829	=True	
=1129640	=30456	=636002	=True	
=1129641	=30456	=1109736	=False	
=1129642	=30456	=639768	=False	
=1129643	=30456	=1109733	=False	
=1129644	=30456	=1109429	=False	
=1129645	=30456	=1146132	=False	
=1129646	=30456	=635375	=True	
=1129647	=30456	=1109844	=True	
=1129648	=30456	=606132	=False	
=1129649	=30456	=1167072	=False	
=1129650	=30456	=1146509	=True	
=1129651	=30456	=635498	=True	
=1129652	=30456	=1177949	=False	
=1129653	=30456	=604166	=True	
=1129654	=30456	=1109830	=False	
=1129655	=30456	=604360	=False	
=1129656	=30456	=1109843	=True	
=1129657	=30456	=1110093	=True	
=1129658	=30456	=1109850	=True	
=1129659	=30456	=635505	=True	
=1129660	=30456	=635241	=True	
=1129661	=30456	=635398	=True	
=1129662	=30456	=1109599	=True	
=1129663	=30457	=635237	=False	
=1129664	=30457	=635499	=False	
=1129665	=30457	=635490	=False	
=1129666	=30457	=635208	=False	
=1129667	=30457	=634431	=False	
=1129668	=30457	=635948	=False	
=1129669	=30457	=635565	=False	
=1129670	=30457	=635175	=False	
=1129671	=30457	=635735	=False	
=1129672	=30457	=635501	=False	
=1129673	=30457	=635191	=False	
=1129674	=30457	=635732	=True	
=1129675	=30457	=635699	=False	
=1129676	=30457	=635413	=True	
=1129677	=30457	=635284	=False	
=1129678	=30457	=635189	=False	
=1129679	=30457	=635683	=False	
=1129680	=30457	=1145628	=False	
=1129681	=30457	=1145631	=False	
=1129682	=30457	=603448	=False	
=1129683	=30457	=608792	=False	
=1129684	=30457	=608806	=False	
=1129685	=30457	=608396	=False	
=1129686	=30457	=641547	=False	
=1129687	=30457	=642151	=False	
=1129688	=30457	=615290	=True	
=1129689	=30457	=614586	=False	
=1129690	=30457	=1109925	=False	
=1129691	=30457	=636117	=True	
=1129692	=30457	=603509	=True	
=1129693	=30457	=608591	=True	
=1129694	=30457	=614775	=True	
=1129695	=30457	=633613	=True	
=1129696	=30457	=614666	=True	
=1129697	=30457	=609291	=True	
=1129698	=30457	=614819	=True	
=1129699	=30457	=614723	=True	
=1129700	=30457	=639739	=True	
=1129701	=30457	=636452	=True	
=1129702	=30457	=636470	=True	
=1129703	=30457	=610955	=True	
=1129704	=30457	=610778	=True	
=1129705	=30458	=1166956	=False	
=1129706	=30458	=1167011	=False	
=1129707	=30458	=1167012	=False	
=1129708	=30458	=1136556	=False	
=1129709	=30458	=1136699	=True	
=1129710	=30458	=1045518	=True	
=1129711	=30458	=1045144	=False	
=1129712	=30458	=1137545	=True	
=1129713	=30458	=1136547	=False	
=1129714	=30458	=1136778	=False	
=1129715	=30458	=1142873	=True	
=1129716	=30458	=1142906	=False	
=1129717	=30458	=1136000	=False	
=1129718	=30458	=1114799	=True	
=1129719	=30458	=1109909	=True	
=1129720	=30458	=1141417	=True	
=1129721	=30458	=1140092	=True	
=1129722	=30458	=1137745	=True	
=1129723	=30458	=1139843	=False	
=1129724	=30458	=1112510	=False	
=1129725	=30458	=1112479	=False	
=1129726	=30458	=1139880	=False	
=1129727	=30458	=1138128	=True	
=1129728	=30458	=1136343	=True	
=1129729	=30458	=1136474	=True	
=1129730	=30458	=1136527	=True	
=1129731	=30458	=1139830	=True	
=1129732	=30458	=1138020	=False	
=1129733	=30458	=1142865	=True	
=1129734	=30458	=1136277	=False	
=1129735	=30458	=1136044	=False	
=1129736	=30458	=1133853	=False	
=1129737	=30458	=1046203	=False	
=1129738	=30458	=1098654	=True	
=1129739	=30458	=1034676	=False	
=1129740	=30458	=1138023	=True	
=1129741	=30458	=1034594	=False	
=1129742	=30458	=1098565	=False	
=1129743	=30458	=1138016	=True	
=1129744	=30458	=1136355	=False	
=1129745	=30458	=1114830	=True	
=1129746	=30458	=1047137	=True	
=1129747	=30458	=1138028	=True	
=1129748	=30458	=1133678	=False	
=1129749	=30458	=1142877	=True	
=1129750	=30458	=1047210	=True	
=1129751	=30458	=1098007	=False	
=1129752	=30458	=1103799	=True	
=1129753	=30458	=1139099	=True	
=1129754	=30458	=1142876	=True	
=1129755	=30458	=1103829	=False	
=1129756	=30458	=1136356	=False	
=1129757	=30458	=1142730	=False	
=1129758	=30458	=1136914	=False	
=1129759	=30458	=1142134	=True	
=1129760	=30458	=1137744	=True	
=1129761	=30458	=1136612	=True	
=1129762	=30458	=1136930	=True	
=1129763	=30458	=1136549	=True	
=1129764	=30458	=1136645	=True	
=1129765	=30458	=1104327	=True	
=1129766	=30458	=1045546	=True	
=1129767	=30458	=1104305	=True	
=1129768	=30458	=1136434	=True	
=1129769	=30458	=1109490	=True	
=1129770	=30458	=1104336	=True	
=1129771	=30458	=1047640	=True	
=1129772	=30458	=1108930	=True	
=1129773	=30458	=1112441	=True	
=1129774	=30458	=1108926	=True	
=1129775	=30458	=1046961	=True	
=1129776	=30458	=1142126	=True	
=1129777	=30458	=1112448	=True	
=1129778	=30458	=1112303	=True	
=1129779	=30458	=1112648	=True	
=1129780	=30458	=1111866	=True	
=1129781	=30458	=1112651	=True	
=1129782	=30458	=1112650	=True	
=1129783	=30458	=1045535	=True	
=1129784	=30458	=1111903	=True	
=1129785	=30458	=1112802	=True	
=1129786	=30458	=1136292	=False	
=1129787	=30458	=1136536	=False	
=1129788	=30458	=1136366	=False	
=1129789	=30458	=1136916	=False	
=1129790	=30458	=1136252	=False	
=1129791	=30458	=1136535	=False	
=1129792	=30458	=1144482	=False	
=1129793	=30458	=1136413	=False	
=1129794	=30457	=608789	=False	
=1129795	=30457	=608804	=False	
=1129796	=30459	=644522	=False	
=1129797	=30459	=635706	=False	
=1129798	=30459	=635099	=False	
=1129799	=30459	=603789	=False	
=1129800	=30459	=635646	=False	
=1129801	=30459	=635659	=True	
=1129802	=30459	=637585	=False	
=1129803	=30459	=635716	=False	
=1129804	=30459	=611009	=False	
=1129805	=30459	=611153	=False	
=1129806	=30459	=1145591	=False	
=1129807	=30459	=635734	=False	
=1129808	=30459	=637587	=False	
=1129809	=30459	=1146359	=False	
=1129810	=30459	=1145615	=False	
=1129811	=30459	=635711	=False	
=1129812	=30459	=635064	=False	
=1129813	=30459	=1145614	=False	
=1129814	=30459	=604274	=False	
=1129815	=30459	=1145594	=False	
=1129816	=30459	=1144503	=False	
=1129817	=30459	=1177965	=False	
=1129818	=30459	=1177967	=False	
=1129819	=30459	=1177968	=False	
=1129820	=30459	=1177970	=False	
=1129821	=30459	=635461	=False	
=1129822	=30459	=1145786	=False	
=1129823	=30459	=1145793	=True	
=1129824	=30459	=1145789	=False	
=1129825	=30459	=1144553	=True	
=1129826	=30459	=635676	=False	
=1129827	=30459	=614657	=False	
=1129828	=30459	=633879	=False	
=1129829	=30459	=1145797	=True	
=1129830	=30459	=1145794	=True	
=1129831	=30459	=635452	=False	
=1129832	=30459	=1145795	=True	
=1129833	=30459	=1145791	=True	
=1129834	=30460	=635128	=True	
=1129835	=30460	=635134	=True	
=1129836	=30460	=1146524	=False	
=1129837	=30460	=1146526	=False	
=1129838	=30460	=1166918	=False	
=1129839	=30460	=1166805	=False	
=1129840	=30460	=1166807	=False	
=1129841	=30460	=611462	=False	
=1129842	=30460	=611483	=False	
=1129843	=30460	=605946	=False	
=1129844	=30460	=611485	=False	
=1129845	=30460	=611487	=False	
=1129846	=30460	=611469	=False	
=1129847	=30460	=1109959	=False	
=1129848	=30460	=610942	=True	
=1129849	=30460	=610976	=True	
=1129850	=30460	=610980	=True	
=1129851	=30460	=611022	=False	
=1129852	=30460	=615433	=True	
=1129853	=30460	=609328	=True	
=1129854	=30460	=1146528	=False	
=1129855	=30460	=610768	=True	
=1129856	=30460	=610963	=True	
=1129857	=30460	=610937	=True	
=1129858	=30460	=611109	=False	
=1129859	=30460	=611055	=True	
=1129860	=30460	=610979	=False	
=1129861	=30460	=606139	=False	
=1129862	=30460	=611237	=False	
=1129863	=30460	=610894	=False	
=1129864	=30460	=635339	=False	
=1129865	=30460	=635731	=False	
=1129866	=30460	=611477	=False	
=1129867	=30460	=610999	=False	
=1129868	=30460	=611230	=False	
=1129869	=30460	=611032	=False	
=1129870	=30460	=604467	=False	
=1129871	=30460	=603492	=False	
=1129872	=30460	=610923	=False	
=1129873	=30460	=635335	=False	
=1129874	=30460	=610922	=False	
=1129875	=30460	=633602	=False	
=1129876	=30460	=1177924	=True	
=1129877	=30460	=1177922	=True	
=1129878	=30460	=610998	=True	
=1129879	=30460	=1177923	=True	
=1129880	=30460	=611018	=False	
=1129984	=30463	=1146087	=False	
=1129985	=30463	=1146088	=False	
=1129986	=30463	=639810	=False	
=1129987	=30463	=1108748	=True	
=1129988	=30463	=1108865	=True	
=1129989	=30463	=614298	=True	
=1129990	=30463	=1145925	=True	
=1129991	=30463	=1108943	=False	
=1129992	=30463	=1109150	=False	
=1129993	=30463	=635502	=True	
=1129994	=30463	=1109297	=False	
=1129995	=30463	=1109299	=False	
=1129996	=30463	=1108867	=False	
=1129997	=30463	=1108860	=False	
=1129998	=30463	=1145923	=True	
=1129999	=30463	=610950	=False	
=1130000	=30463	=1108885	=False	
=1130001	=30463	=1109153	=False	
=1130002	=30463	=603348	=False	
=1130003	=30463	=1108745	=False	
=1130004	=30463	=1047180	=False	
=1130005	=30463	=1146539	=False	
=1130006	=30463	=615334	=False	
=1130007	=30463	=1109131	=True	
=1130008	=30463	=1109501	=True	
=1130009	=30463	=1109592	=True	
=1130010	=30463	=608394	=True	
=1130011	=30463	=639954	=True	
=1130012	=30463	=639959	=True	
=1130013	=30463	=639958	=True	
=1130014	=30463	=1146154	=True	
=1130015	=30463	=1109105	=True	
=1130016	=30463	=1109275	=True	
=1130017	=30463	=639957	=True	
=1130018	=30463	=1108762	=False	
=1130019	=30463	=1108750	=True	
=1130020	=30463	=1109100	=True	
=1130021	=30463	=1047142	=False	
=1130022	=30463	=1109135	=True	
=1130023	=30463	=1146153	=False	
=1130024	=30463	=1146540	=False	
=1130025	=30463	=1109930	=True	
=1130026	=30463	=1109285	=False	
=1130027	=30463	=1109119	=False	
=1130028	=30463	=1109233	=True	
=1130029	=30463	=603609	=True	
=1130030	=30463	=603365	=False	
=1130031	=30463	=1109280	=True	
=1130032	=30463	=603591	=True	
=1130033	=30463	=1145922	=True	
=1130034	=30463	=1108873	=True	
=1130035	=30463	=635504	=True	
=1130036	=30463	=1108581	=True	
=1130037	=30463	=1145924	=True	
=1130038	=30463	=1046898	=False	
=1130039	=30463	=639951	=True	
=1130040	=30463	=1109126	=True	
=1130041	=30463	=635336	=True	
=1130042	=30463	=635295	=True	
=1130043	=30463	=635289	=True	
=1130044	=30463	=639956	=True	
=1130045	=30463	=635275	=True	
=1130046	=30463	=641533	=False	
=1130047	=30463	=614633	=False	
=1130048	=30463	=604035	=False	
=1130049	=30463	=615289	=True	
=1130050	=30463	=615274	=True	
=1130051	=30463	=633627	=True	
=1130052	=30463	=637546	=False	
=1130053	=30463	=635371	=False	
=1130054	=30463	=636089	=False	
=1130055	=30463	=636121	=False	
=1130056	=30463	=636103	=False	
=1130057	=30463	=614876	=True	
=1130058	=30463	=635936	=False	
=1130059	=30464	=1166936	=False	
=1130060	=30464	=1166938	=False	
=1130061	=30464	=603787	=True	
=1130062	=30464	=635674	=False	
=1130063	=30464	=635306	=True	
=1130064	=30464	=1146292	=True	
=1130065	=30464	=1146118	=True	
=1130066	=30464	=635564	=False	
=1130067	=30464	=603639	=False	
=1130068	=30464	=614615	=True	
=1130069	=30464	=1146293	=True	
=1130070	=30464	=636507	=True	
=1130071	=30464	=608730	=True	
=1130072	=30464	=1110075	=True	
=1130073	=30464	=603988	=True	
=1130074	=30464	=614850	=True	
=1130075	=30464	=614604	=True	
=1130076	=30464	=603447	=True	
=1130077	=30464	=614635	=True	
=1130078	=30464	=615434	=True	
=1130079	=30464	=604377	=True	
=1130080	=30464	=603503	=True	
=1130081	=30464	=615361	=True	
=1130082	=30464	=614600	=False	
=1130083	=30464	=604458	=True	
=1130084	=30464	=611497	=False	
=1130085	=30464	=611205	=False	
=1130086	=30464	=614667	=False	
=1130087	=30464	=615320	=True	
=1130088	=30464	=611173	=False	
=1130089	=30464	=611059	=False	
=1130090	=30464	=604459	=False	
=1130091	=30464	=633698	=True	
=1130092	=30464	=635519	=True	
=1130093	=30464	=1145817	=True	
=1130094	=30464	=611128	=False	
=1130095	=30464	=614661	=True	
=1130096	=30464	=614699	=True	
=1130097	=30464	=635515	=True	
=1130098	=30464	=614696	=False	
=1130099	=30464	=637475	=False	
=1130100	=30464	=1167100	=False	
=1130101	=30464	=1167102	=False	
=1130102	=30464	=1167048	=False	
=1130103	=30464	=1167050	=False	
=1130104	=30464	=642129	=True	
=1130105	=30464	=614591	=True	
=1130106	=30464	=615323	=False	
=1130107	=30464	=614629	=True	
=1130108	=30464	=636460	=True	
=1130109	=30464	=614639	=True	
=1130110	=30464	=603598	=True	
=1130111	=30464	=633680	=False	
=1130112	=30464	=614870	=False	
=1130113	=30464	=642128	=True	
=1130114	=30464	=614822	=True	
=1130115	=30464	=639894	=False	
=1130116	=30464	=610890	=True	
=1130117	=30464	=610777	=False	
=1130118	=30464	=614610	=False	
=1130119	=30464	=635428	=True	
=1130120	=30464	=615362	=True	
=1130121	=30464	=608635	=False	
=1130122	=30464	=614862	=False	
=1130123	=30464	=614800	=True	
=1130124	=30464	=1167036	=False	
=1130125	=30464	=635940	=False	
=1130126	=30464	=615342	=False	
=1130127	=30464	=609307	=False	
=1130128	=30464	=635661	=False	
=1130129	=30464	=609293	=False	
=1130130	=30464	=637067	=False	
=1130131	=30464	=633622	=True	
=1130132	=30464	=615293	=True	
=1130133	=30464	=614583	=True	
=1130134	=30464	=603493	=True	
=1130135	=30464	=636099	=False	
=1130136	=30465	=1177945	=False	
=1130137	=30465	=1177943	=False	
=1130138	=30465	=642153	=False	
=1130139	=30465	=635619	=False	
=1130140	=30465	=633628	=True	
=1130141	=30465	=1166982	=False	
=1130142	=30465	=635294	=False	
=1130143	=30465	=615373	=True	
=1130144	=30465	=1109393	=False	
=1130145	=30465	=635314	=True	
=1130146	=30465	=610948	=False	
=1130147	=30465	=611099	=False	
=1130148	=30465	=635193	=True	
=1130149	=30465	=608704	=False	
=1130150	=30465	=1177972	=False	
=1130151	=30465	=635624	=False	
=1130152	=30465	=1108720	=False	
=1130153	=30465	=635700	=False	
=1130154	=30465	=1145880	=False	
=1130155	=30465	=1167174	=False	
=1130156	=30465	=635373	=False	
=1130157	=30465	=1166973	=False	
=1130158	=30465	=1166975	=False	
=1130159	=30465	=635967	=False	
=1130160	=30465	=636445	=True	
=1130161	=30465	=1166974	=False	
=1130162	=30465	=603500	=True	
=1130163	=30465	=636094	=False	
=1130164	=30465	=1166995	=True	
=1130165	=30465	=604352	=True	
=1130166	=30465	=603518	=True	
=1130167	=30465	=604357	=False	
=1130168	=30465	=635395	=True	
=1130169	=30465	=615275	=True	
=1130170	=30465	=639744	=True	
=1130171	=30465	=1145609	=True	
=1130172	=30465	=635055	=True	
=1130173	=30465	=635764	=False	
=1130174	=30465	=1108733	=False	
=1130175	=30465	=636492	=False	
=1130176	=30465	=1146198	=False	
=1130177	=30465	=635792	=False	
=1130178	=30465	=635736	=False	
=1130179	=30465	=1108786	=False	
=1130180	=30465	=635634	=False	
=1130181	=30465	=636035	=True	
=1130182	=30465	=610975	=True	
=1130183	=30465	=636162	=True	
=1130184	=30465	=635217	=True	
=1130185	=30465	=635201	=True	
=1130186	=30465	=638139	=True	
=1130591	=30470	=1167062	=False	
=1130592	=30470	=1167064	=False	
=1130593	=30470	=1167103	=False	
=1130594	=30470	=1167104	=False	
=1130595	=30470	=1146503	=False	
=1130596	=30470	=1146505	=False	
=1130597	=30470	=1109939	=False	
=1130598	=30470	=1145926	=False	
=1130599	=30470	=1146124	=True	
=1130600	=30470	=1108871	=False	
=1130601	=30470	=1110194	=True	
=1130602	=30470	=1108797	=True	
=1130603	=30470	=1146508	=False	
=1130604	=30470	=1109943	=True	
=1130605	=30470	=1046864	=True	
=1130606	=30470	=635937	=True	
=1130607	=30470	=1110073	=True	
=1130608	=30470	=1109993	=True	
=1130609	=30470	=636455	=False	
=1130610	=30470	=1043206	=True	
=1130611	=30470	=1108894	=True	
=1130612	=30470	=633736	=False	
=1130613	=30470	=1109936	=True	
=1130614	=30470	=611007	=True	
=1130615	=30470	=635532	=True	
=1130616	=30470	=1146500	=True	
=1130617	=30470	=1146117	=True	
=1130618	=30470	=1046855	=False	
=1130619	=30470	=1108898	=True	
=1130620	=30470	=1112775	=True	
=1130621	=30470	=1109633	=True	
=1130622	=30470	=1109434	=True	
=1130623	=30470	=1104245	=True	
=1130624	=30470	=1145862	=True	
=1130625	=30470	=1108761	=True	
=1130626	=30470	=1109996	=True	
=1130627	=30470	=1145856	=True	
=1130628	=30470	=641528	=False	
=1130629	=30470	=614605	=False	
=1130630	=30470	=1146208	=True	
=1130631	=30470	=1109383	=True	
=1130632	=30470	=1145828	=True	
=1130633	=30470	=1109358	=True	
=1130634	=30470	=1108700	=True	
=1130635	=30470	=1109368	=True	
=1130636	=30470	=1109952	=True	
=1130637	=30470	=1145832	=True	
=1130638	=30470	=1109353	=True	
=1130639	=30470	=1108854	=True	
=1130640	=30470	=1104298	=False	
=1130641	=30470	=1108661	=True	
=1130642	=30470	=1108924	=True	
=1130643	=30470	=1145928	=True	
=1130644	=30470	=1145920	=True	
=1130645	=30470	=1108895	=True	
=1130646	=30470	=636377	=True	
=1130647	=30470	=638002	=True	
=1130648	=30470	=1145929	=True	
=1130649	=30470	=1145808	=True	
=1130650	=30470	=635500	=True	
=1130651	=30470	=611249	=True	
=1130652	=30470	=1108753	=True	
=1130653	=30470	=635450	=True	
=1130654	=30470	=1047171	=True	
=1130655	=30470	=1166832	=False	
=1130656	=30470	=609287	=True	
=1130657	=30470	=635946	=True	
=1130658	=30470	=635798	=True	
=1130659	=30470	=635799	=True	
=1130660	=30470	=638137	=True	
=1130661	=30470	=635655	=True	
=1130662	=30470	=607406	=True	
=1130663	=30470	=1144543	=True	
=1130664	=30470	=1144544	=True	
=1130665	=30470	=636088	=True	
=1130666	=30470	=636081	=True	
=1130667	=30470	=635934	=True	
=1130668	=30470	=603764	=True	
=1130669	=30470	=635947	=True	
=1130670	=30470	=603540	=True	
=1130671	=30470	=635794	=True	
=1130672	=30470	=1144555	=True	
=1130673	=30470	=636111	=True	
=1130674	=30470	=635944	=True	
=1130675	=30470	=1177936	=True	
=1130676	=30470	=608940	=True	
=1130677	=30470	=1109651	=False	
=1130678	=30470	=1109162	=False	
=1130679	=30470	=1109231	=False	
=1130680	=30470	=1109154	=False	
=1130681	=30470	=1109659	=False	
=1130682	=30470	=1146201	=True	
=1130683	=30470	=1109468	=True	
=1130684	=30470	=1109463	=False	
=1130685	=30470	=1109686	=False	
=1130686	=30470	=1109112	=False	
=1130687	=30470	=1104194	=True	
=1130688	=30470	=608388	=False	
=1130689	=30470	=1109685	=False	
=1130690	=30470	=608721	=False	
=1130691	=30470	=1104168	=True	
=1130692	=30471	=1167138	=False	
