RestockId	HasSalesAllocated	ItemId	PriceInCents	AllocatedCashlessSalesAmountInCents	AllocatedCashlessSalesQuantity	AllocatedCollectedAmountInCents	AllocatedRefundAmountInCents	SalesQuantity	AddedQuantity	RemovedQuantity	SpoiledQuantity	Inventory	
=16160	=True	=456	=65	=0	=0	=382	=0	=2	=5	=0	=0	=12	
=16160	=True	=480	=90	=0	=0	=265	=0	=1	=12	=0	=0	=12	
=16160	=True	=527	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16160	=True	=528	=90	=0	=0	=794	=0	=3	=12	=0	=0	=12	
=16160	=True	=569	=90	=0	=0	=1058	=0	=4	=10	=0	=0	=12	
=16160	=True	=589	=75	=0	=0	=440	=0	=2	=0	=0	=0	=4	
=16160	=True	=590	=0	=0	=0	=0	=0	=0	=3	=0	=0	=7	
=16160	=True	=609	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16160	=True	=637	=90	=0	=0	=264	=0	=1	=5	=0	=0	=7	
=16160	=True	=671	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16160	=True	=696	=95	=0	=0	=558	=0	=2	=0	=0	=0	=12	
=16160	=True	=899	=0	=0	=0	=0	=0	=0	=0	=0	=0	=10	
=16160	=True	=930	=90	=0	=0	=529	=0	=2	=0	=0	=0	=7	
=16160	=True	=972	=100	=0	=0	=587	=0	=2	=0	=11	=0	=0	
=16160	=True	=973	=0	=0	=0	=0	=0	=0	=0	=0	=0	=14	
=16160	=True	=974	=100	=0	=0	=294	=0	=1	=0	=0	=0	=10	
=16160	=True	=995	=95	=0	=0	=279	=0	=1	=0	=0	=0	=13	
=16160	=True	=1010	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11	
=16160	=True	=1015	=75	=0	=0	=441	=0	=2	=0	=0	=0	=8	
=16161	=True	=283	=95	=0	=0	=940	=0	=2	=0	=0	=0	=7	
=16161	=True	=284	=95	=0	=0	=470	=0	=1	=4	=0	=0	=5	
=16161	=True	=286	=0	=0	=0	=0	=0	=0	=5	=0	=0	=10	
=16161	=True	=289	=0	=0	=0	=0	=0	=0	=2	=0	=0	=6	
=16161	=True	=291	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16161	=True	=292	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16161	=True	=299	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16161	=True	=309	=0	=0	=0	=0	=0	=0	=7	=0	=0	=7	
=16161	=True	=318	=0	=0	=0	=0	=0	=0	=0	=5	=0	=0	
=16161	=True	=327	=0	=0	=0	=0	=0	=0	=7	=0	=0	=7	
=16161	=True	=329	=0	=0	=0	=0	=0	=0	=0	=5	=0	=0	
=16161	=True	=330	=0	=0	=0	=0	=0	=0	=0	=8	=0	=0	
=16161	=True	=347	=85	=0	=0	=421	=0	=1	=0	=4	=0	=0	
=16161	=True	=350	=0	=0	=0	=0	=0	=0	=2	=0	=0	=6	
=16161	=True	=351	=80	=0	=0	=396	=0	=1	=4	=0	=0	=6	
=16161	=True	=356	=0	=0	=0	=0	=0	=0	=6	=0	=0	=6	
=16161	=True	=375	=55	=0	=0	=272	=0	=1	=3	=0	=0	=6	
=16161	=True	=376	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16161	=True	=377	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16161	=True	=383	=0	=0	=0	=0	=0	=0	=0	=8	=0	=0	
=16161	=True	=384	=0	=0	=0	=0	=0	=0	=7	=0	=0	=7	
=16161	=True	=389	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8	
=16161	=True	=395	=100	=0	=0	=990	=0	=2	=0	=3	=0	=0	
=16161	=True	=400	=100	=0	=0	=990	=0	=2	=0	=0	=0	=0	
=16161	=True	=404	=0	=0	=0	=0	=0	=0	=2	=0	=0	=6	
=16161	=True	=412	=70	=0	=0	=346	=0	=1	=0	=0	=0	=3	
=16161	=True	=414	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16161	=True	=421	=0	=0	=0	=0	=0	=0	=4	=0	=0	=6	
=16161	=True	=423	=0	=0	=0	=0	=0	=0	=2	=0	=0	=6	
=16161	=True	=427	=95	=0	=0	=470	=0	=1	=4	=0	=0	=6	
=16161	=True	=437	=80	=0	=0	=396	=0	=1	=0	=0	=0	=5	
=16161	=True	=455	=0	=0	=0	=0	=0	=0	=0	=3	=4	=0	
=16161	=True	=456	=0	=0	=0	=0	=0	=0	=3	=0	=0	=7	
=16161	=True	=467	=0	=0	=0	=0	=0	=0	=7	=0	=0	=7	
=16161	=True	=480	=0	=0	=0	=0	=0	=0	=6	=0	=0	=6	
=16161	=True	=481	=0	=0	=0	=0	=0	=0	=7	=0	=0	=7	
=16161	=True	=527	=0	=0	=0	=0	=0	=0	=7	=0	=0	=7	
=16161	=True	=528	=85	=0	=0	=841	=0	=2	=6	=0	=0	=6	
=16161	=True	=589	=0	=0	=0	=0	=0	=0	=2	=0	=0	=6	
=16161	=True	=590	=65	=0	=0	=322	=0	=1	=0	=0	=0	=4	
=16161	=True	=594	=0	=0	=0	=0	=0	=0	=3	=0	=0	=7	
=16161	=True	=604	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11	
=16161	=True	=618	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16161	=True	=622	=0	=0	=0	=0	=0	=0	=0	=0	=4	=2	
=16161	=True	=745	=0	=0	=0	=0	=0	=0	=7	=0	=0	=7	
=16161	=True	=785	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16161	=True	=899	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16161	=True	=904	=0	=0	=0	=0	=0	=0	=6	=0	=0	=7	
=16161	=True	=930	=100	=0	=0	=495	=0	=1	=4	=0	=0	=7	
=16161	=True	=954	=80	=0	=0	=396	=0	=1	=5	=0	=0	=5	
=16161	=True	=972	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16161	=True	=974	=0	=0	=0	=0	=0	=0	=6	=0	=0	=6	
=16161	=True	=1010	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16163	=True	=247	=75	=0	=0	=1432	=0	=4	=36	=0	=0	=82	
=16163	=True	=249	=75	=0	=0	=1432	=0	=4	=18	=0	=0	=37	
=16163	=True	=251	=75	=0	=0	=3580	=0	=10	=24	=0	=0	=38	
=16163	=True	=252	=75	=0	=0	=2148	=0	=6	=18	=0	=0	=42	
=16163	=True	=259	=75	=0	=0	=1432	=0	=4	=36	=0	=0	=36	
=16163	=True	=348	=200	=0	=0	=1910	=0	=2	=12	=0	=0	=28	
=16163	=True	=458	=75	=0	=0	=1790	=0	=5	=18	=0	=0	=23	
=16163	=True	=677	=200	=0	=0	=5729	=0	=6	=26	=0	=0	=29	
=16163	=True	=706	=125	=0	=0	=597	=0	=1	=12	=0	=0	=25	
=16168	=True	=283	=100	=0	=0	=515	=0	=5	=0	=0	=0	=10	
=16168	=True	=284	=100	=0	=0	=309	=0	=3	=8	=0	=0	=16	
=16168	=True	=286	=100	=0	=0	=824	=0	=8	=9	=0	=0	=15	
=16168	=True	=289	=100	=0	=0	=309	=0	=3	=5	=0	=0	=15	
=16168	=True	=291	=100	=0	=0	=309	=0	=3	=0	=0	=0	=10	
=16168	=True	=301	=100	=0	=0	=515	=0	=5	=0	=0	=0	=12	
=16168	=True	=308	=70	=0	=0	=289	=0	=4	=5	=0	=0	=13	
=16168	=True	=313	=70	=0	=0	=432	=0	=6	=0	=0	=0	=14	
=16168	=True	=330	=70	=0	=0	=649	=0	=9	=12	=0	=0	=12	
=16168	=True	=347	=90	=0	=0	=741	=0	=8	=12	=0	=0	=13	
=16168	=True	=350	=85	=0	=0	=613	=0	=7	=7	=0	=0	=12	
=16168	=True	=356	=75	=0	=0	=309	=0	=4	=5	=0	=0	=15	
=16168	=True	=357	=70	=0	=0	=72	=0	=1	=3	=0	=0	=10	
=16168	=True	=375	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8	
=16168	=True	=376	=75	=0	=0	=231	=0	=3	=5	=0	=0	=8	
=16168	=True	=377	=75	=0	=0	=78	=0	=1	=0	=0	=0	=6	
=16168	=True	=381	=75	=0	=0	=155	=0	=2	=0	=0	=0	=8	
=16168	=True	=382	=85	=0	=0	=613	=0	=7	=17	=0	=0	=18	
=16168	=True	=382	=100	=0	=0	=927	=0	=9	=0	=0	=0	=0	
=16168	=True	=385	=100	=0	=0	=617	=0	=6	=0	=0	=0	=6	
=16168	=True	=389	=100	=0	=0	=206	=0	=2	=6	=0	=0	=11	
=16168	=True	=395	=100	=0	=0	=1236	=0	=12	=15	=0	=0	=15	
=16168	=True	=414	=75	=0	=0	=309	=0	=4	=11	=0	=0	=15	
=16168	=True	=423	=75	=0	=0	=695	=0	=9	=11	=0	=0	=11	
=16168	=True	=427	=100	=0	=0	=412	=0	=4	=7	=0	=0	=15	
=16168	=True	=441	=0	=0	=0	=0	=0	=0	=0	=0	=0	=10	
=16168	=True	=455	=70	=0	=0	=649	=0	=9	=9	=0	=0	=13	
=16168	=True	=467	=90	=0	=0	=278	=0	=3	=4	=0	=0	=9	
=16168	=True	=481	=90	=0	=0	=926	=0	=10	=11	=0	=0	=12	
=16168	=True	=498	=90	=0	=0	=1112	=0	=12	=12	=0	=0	=14	
=16168	=True	=543	=90	=0	=0	=1112	=0	=12	=11	=0	=0	=12	
=16168	=True	=590	=75	=0	=0	=154	=0	=2	=0	=0	=0	=6	
=16168	=True	=604	=75	=0	=0	=309	=0	=4	=6	=0	=0	=14	
=16168	=True	=749	=75	=0	=0	=154	=0	=2	=0	=0	=0	=9	
=16168	=True	=761	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11	
=16168	=True	=763	=100	=0	=0	=618	=0	=6	=0	=0	=0	=5	
=16168	=True	=892	=100	=0	=0	=824	=0	=8	=4	=0	=0	=5	
=16168	=True	=899	=75	=0	=0	=309	=0	=4	=0	=0	=0	=11	
=16168	=True	=925	=75	=0	=0	=232	=0	=3	=0	=0	=0	=11	
=16168	=True	=972	=100	=0	=0	=721	=0	=7	=7	=0	=0	=11	
=16168	=True	=995	=100	=0	=0	=515	=0	=5	=0	=0	=0	=11	
=16168	=True	=1003	=100	=0	=0	=412	=0	=4	=12	=0	=0	=14	
=16168	=True	=1010	=75	=0	=0	=540	=0	=7	=6	=0	=0	=14	
=16168	=True	=1019	=75	=0	=0	=77	=0	=1	=0	=0	=0	=14	
=16168	=True	=1027	=75	=0	=0	=308	=0	=4	=13	=0	=0	=13	
=16169	=True	=282	=100	=0	=0	=1326	=8	=10	=15	=0	=0	=16	
=16169	=True	=286	=100	=0	=0	=1061	=7	=8	=11	=0	=0	=19	
=16169	=True	=301	=100	=0	=0	=265	=1	=2	=5	=0	=0	=15	
=16169	=True	=310	=70	=0	=0	=371	=2	=4	=8	=0	=0	=15	
=16169	=True	=327	=70	=0	=0	=278	=2	=3	=0	=0	=0	=10	
=16169	=True	=329	=90	=0	=0	=119	=1	=1	=0	=0	=0	=6	
=16169	=True	=343	=90	=0	=0	=119	=0	=1	=0	=0	=0	=8	
=16169	=True	=347	=90	=0	=0	=477	=3	=4	=5	=0	=0	=12	
=16169	=True	=351	=85	=0	=0	=112	=1	=1	=0	=0	=0	=14	
=16169	=True	=356	=0	=0	=0	=0	=0	=0	=0	=0	=0	=17	
=16169	=True	=375	=70	=0	=0	=371	=2	=4	=5	=0	=0	=8	
=16169	=True	=376	=0	=0	=0	=0	=0	=0	=3	=0	=0	=8	
=16169	=True	=377	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16169	=True	=383	=100	=0	=0	=398	=3	=3	=4	=0	=0	=10	
=16169	=True	=387	=100	=0	=0	=663	=4	=5	=5	=0	=0	=14	
=16169	=True	=389	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16169	=True	=395	=100	=0	=0	=795	=5	=6	=6	=0	=0	=9	
=16169	=True	=423	=75	=0	=0	=398	=2	=4	=6	=0	=0	=17	
=16169	=True	=441	=0	=0	=0	=0	=0	=0	=5	=0	=0	=15	
=16169	=True	=456	=70	=0	=0	=93	=0	=1	=0	=0	=0	=10	
=16169	=True	=481	=90	=0	=0	=716	=5	=6	=8	=0	=0	=14	
=16169	=True	=498	=90	=0	=0	=597	=4	=5	=0	=0	=0	=9	
=16169	=True	=527	=90	=0	=0	=1073	=7	=9	=7	=0	=0	=10	
=16169	=True	=528	=90	=0	=0	=836	=5	=7	=12	=0	=0	=13	
=16169	=True	=543	=90	=0	=0	=596	=3	=5	=4	=0	=0	=11	
=16169	=True	=589	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16169	=True	=590	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8	
=16169	=True	=594	=70	=0	=0	=185	=1	=2	=0	=0	=0	=9	
=16169	=True	=687	=100	=0	=0	=795	=5	=6	=7	=0	=0	=10	
=16169	=True	=745	=70	=0	=0	=93	=1	=1	=0	=0	=0	=9	
=16169	=True	=752	=100	=0	=0	=133	=1	=1	=3	=0	=0	=10	
=16169	=True	=761	=100	=0	=0	=266	=2	=2	=0	=0	=0	=11	
=16169	=True	=899	=0	=0	=0	=0	=0	=0	=0	=0	=0	=15	
=16169	=True	=904	=100	=0	=0	=265	=2	=2	=5	=0	=0	=15	
=16169	=True	=905	=100	=0	=0	=928	=5	=7	=10	=0	=0	=10	
=16169	=True	=972	=100	=0	=0	=1060	=7	=8	=10	=0	=0	=10	
=16169	=True	=980	=90	=0	=0	=1074	=6	=9	=12	=0	=0	=12	
=16169	=True	=997	=100	=0	=0	=398	=3	=3	=0	=0	=0	=5	
=16169	=True	=1027	=75	=0	=0	=199	=1	=2	=11	=0	=0	=11	
=16169	=True	=1028	=90	=0	=0	=120	=1	=1	=0	=0	=0	=9	
=16172	=True	=247	=85	=0	=0	=3450	=0	=9	=48	=0	=0	=130	
=16172	=True	=248	=85	=0	=0	=1917	=0	=5	=30	=0	=0	=52	
=16172	=True	=250	=85	=0	=0	=383	=0	=1	=0	=0	=0	=27	
=16172	=True	=264	=0	=0	=0	=0	=0	=0	=0	=0	=0	=23	
=16172	=True	=458	=120	=0	=0	=541	=0	=1	=12	=0	=0	=29	
=16172	=True	=725	=85	=0	=0	=1533	=0	=4	=18	=0	=0	=47	
=16172	=True	=726	=85	=0	=0	=767	=0	=2	=0	=0	=0	=35	
=16172	=True	=739	=85	=0	=0	=3449	=0	=9	=0	=0	=0	=40	
=16174	=True	=247	=35	=0	=0	=1074	=0	=5	=24	=0	=0	=44	
=16174	=True	=248	=35	=0	=0	=429	=0	=2	=0	=0	=16	=15	
=16174	=True	=249	=35	=0	=0	=1503	=0	=7	=66	=0	=0	=79	
=16174	=True	=252	=35	=0	=0	=859	=0	=4	=30	=0	=0	=36	
=16174	=True	=253	=35	=0	=0	=645	=0	=3	=0	=0	=0	=20	
=16174	=True	=256	=0	=0	=0	=0	=0	=0	=0	=0	=0	=18	
=16174	=True	=260	=0	=0	=0	=0	=0	=0	=6	=0	=0	=25	
=16174	=True	=261	=35	=0	=0	=215	=0	=1	=12	=0	=0	=30	
=16174	=True	=264	=0	=0	=0	=0	=0	=0	=18	=0	=0	=27	
=16177	=True	=248	=35	=0	=0	=2024	=0	=12	=48	=0	=0	=91	
=16177	=True	=249	=0	=0	=0	=0	=0	=0	=12	=0	=0	=39	
=16177	=True	=251	=35	=0	=0	=169	=0	=1	=6	=0	=0	=17	
=16177	=True	=252	=0	=0	=0	=0	=0	=0	=0	=0	=0	=22	
=16177	=True	=253	=35	=0	=0	=1686	=0	=10	=36	=0	=0	=49	
=16177	=True	=264	=35	=0	=0	=1181	=0	=7	=60	=0	=0	=65	
=16177	=True	=272	=35	=0	=0	=843	=0	=5	=18	=0	=0	=33	
=16177	=True	=738	=35	=0	=0	=337	=0	=2	=18	=0	=0	=36	
=16178	=True	=247	=35	=0	=0	=934	=0	=5	=42	=0	=0	=52	
=16178	=True	=248	=35	=0	=0	=373	=0	=2	=0	=0	=10	=8	
=16178	=True	=249	=35	=0	=0	=373	=0	=2	=0	=0	=0	=34	
=16178	=True	=251	=35	=0	=0	=374	=0	=2	=0	=0	=0	=16	
=16178	=True	=252	=0	=0	=0	=0	=0	=0	=0	=0	=0	=17	
=16178	=True	=256	=35	=0	=0	=186	=0	=1	=0	=0	=0	=19	
=16178	=True	=259	=0	=0	=0	=0	=0	=0	=0	=0	=12	=6	
=16178	=True	=260	=35	=0	=0	=187	=0	=1	=12	=0	=0	=35	
=16178	=True	=264	=35	=0	=0	=2613	=0	=14	=60	=0	=0	=81	
=16180	=True	=280	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11	
=16180	=True	=281	=35	=0	=0	=259	=0	=2	=0	=0	=0	=8	
=16180	=True	=282	=35	=0	=0	=130	=0	=1	=5	=0	=0	=15	
=16180	=True	=283	=0	=0	=0	=0	=0	=0	=15	=0	=0	=15	
=16180	=True	=284	=35	=0	=0	=129	=0	=1	=0	=0	=0	=12	
=16180	=True	=285	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=16180	=True	=286	=0	=0	=0	=0	=0	=0	=7	=0	=0	=15	
=16180	=True	=289	=0	=0	=0	=0	=0	=0	=0	=0	=0	=13	
=16180	=True	=309	=30	=0	=0	=222	=0	=2	=9	=0	=0	=15	
=16180	=True	=316	=30	=0	=0	=111	=0	=1	=9	=0	=0	=12	
=16180	=True	=319	=0	=0	=0	=0	=0	=0	=15	=0	=0	=15	
=16180	=True	=327	=30	=0	=0	=111	=0	=1	=0	=11	=0	=0	
=16180	=True	=329	=40	=0	=0	=296	=0	=2	=4	=0	=0	=7	
=16180	=True	=330	=30	=0	=0	=222	=0	=2	=12	=0	=0	=12	
=16180	=True	=350	=0	=0	=0	=0	=0	=0	=15	=0	=0	=15	
=16180	=True	=351	=0	=0	=0	=0	=0	=0	=9	=0	=0	=12	
=16180	=True	=356	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8	
=16180	=True	=376	=30	=0	=0	=554	=0	=5	=6	=0	=0	=10	
=16180	=True	=377	=30	=0	=0	=221	=0	=2	=4	=0	=0	=9	
=16180	=True	=380	=0	=0	=0	=0	=0	=0	=10	=0	=0	=10	
=16180	=True	=382	=35	=0	=0	=129	=0	=1	=12	=0	=0	=12	
=16180	=True	=383	=0	=0	=0	=0	=0	=0	=0	=9	=0	=0	
=16180	=True	=385	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16180	=True	=389	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16180	=True	=409	=35	=0	=0	=130	=0	=1	=8	=0	=0	=10	
=16180	=True	=423	=35	=0	=0	=388	=0	=3	=8	=0	=0	=10	
=16180	=True	=426	=0	=0	=0	=0	=0	=0	=0	=0	=0	=10	
=16180	=True	=427	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11	
=16180	=True	=441	=35	=0	=0	=258	=0	=2	=6	=0	=0	=10	
=16180	=True	=480	=0	=0	=0	=0	=0	=0	=5	=0	=0	=10	
=16180	=True	=498	=40	=0	=0	=296	=0	=2	=5	=0	=0	=10	
=16180	=True	=528	=40	=0	=0	=295	=0	=2	=6	=0	=0	=12	
=16180	=True	=589	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16180	=True	=590	=30	=0	=0	=111	=0	=1	=0	=0	=0	=10	
=16180	=True	=594	=30	=0	=0	=443	=0	=4	=5	=0	=0	=10	
=16180	=True	=618	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16180	=True	=686	=35	=0	=0	=259	=0	=2	=8	=0	=0	=12	
=16180	=True	=757	=35	=0	=0	=129	=0	=1	=6	=0	=0	=12	
=16180	=True	=899	=35	=0	=0	=129	=0	=1	=0	=0	=0	=9	
=16180	=True	=905	=35	=0	=0	=388	=0	=3	=9	=0	=0	=12	
=16180	=True	=980	=40	=0	=0	=296	=0	=2	=7	=0	=0	=12	
=16180	=True	=981	=35	=0	=0	=518	=0	=4	=12	=0	=0	=12	
=16180	=True	=992	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16180	=True	=995	=35	=0	=0	=130	=0	=1	=0	=0	=0	=12	
=16180	=True	=996	=35	=0	=0	=388	=0	=3	=8	=0	=0	=11	
=16180	=True	=997	=0	=0	=0	=0	=0	=0	=0	=11	=0	=0	
=16180	=True	=1010	=35	=0	=0	=129	=0	=1	=7	=0	=0	=10	
=16180	=True	=1013	=35	=0	=0	=129	=0	=1	=6	=0	=0	=10	
=16186	=True	=280	=85	=0	=0	=632	=0	=3	=6	=0	=0	=11	
=16186	=True	=281	=65	=0	=0	=483	=0	=3	=4	=0	=0	=11	
=16186	=True	=282	=85	=0	=0	=1263	=0	=6	=8	=0	=0	=23	
=16186	=True	=283	=0	=0	=0	=0	=0	=0	=6	=0	=0	=12	
=16186	=True	=286	=0	=0	=0	=0	=0	=0	=5	=0	=0	=17	
=16186	=True	=289	=0	=0	=0	=0	=0	=0	=4	=0	=0	=12	
=16186	=True	=301	=0	=0	=0	=0	=0	=0	=4	=0	=0	=12	
=16186	=True	=308	=60	=0	=0	=743	=0	=5	=10	=0	=0	=13	
=16186	=True	=319	=60	=0	=0	=297	=0	=2	=8	=0	=0	=14	
=16186	=True	=330	=60	=0	=0	=446	=0	=3	=0	=0	=0	=8	
=16186	=True	=331	=0	=0	=0	=0	=0	=0	=5	=0	=0	=12	
=16186	=True	=350	=0	=0	=0	=0	=0	=0	=0	=8	=0	=0	
=16186	=True	=351	=75	=0	=0	=186	=0	=1	=8	=0	=0	=9	
=16186	=True	=353	=0	=0	=0	=0	=0	=0	=10	=0	=0	=10	
=16186	=True	=356	=65	=0	=0	=321	=0	=2	=7	=0	=0	=12	
=16186	=True	=376	=50	=0	=0	=124	=0	=1	=5	=0	=0	=11	
=16186	=True	=377	=0	=0	=0	=0	=0	=0	=3	=0	=0	=8	
=16186	=True	=381	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16186	=True	=382	=85	=0	=0	=211	=0	=1	=0	=5	=0	=0	
=16186	=True	=389	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8	
=16186	=True	=395	=85	=0	=0	=210	=0	=1	=6	=0	=0	=9	
=16186	=True	=404	=65	=0	=0	=322	=0	=2	=7	=0	=0	=13	
=16186	=True	=409	=65	=0	=0	=644	=0	=4	=9	=0	=0	=16	
=16186	=True	=415	=85	=0	=0	=211	=0	=1	=0	=5	=0	=0	
=16186	=True	=423	=65	=0	=0	=161	=0	=1	=8	=0	=0	=12	
=16186	=True	=425	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=16186	=True	=427	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16186	=True	=441	=75	=0	=0	=557	=0	=3	=0	=0	=0	=1	
=16186	=True	=455	=60	=0	=0	=446	=0	=3	=5	=0	=0	=11	
=16186	=True	=467	=80	=0	=0	=793	=0	=4	=7	=0	=0	=7	
=16186	=True	=481	=80	=0	=0	=792	=0	=4	=8	=0	=0	=10	
=16186	=True	=528	=80	=0	=0	=1189	=0	=6	=10	=0	=0	=11	
=16186	=True	=543	=0	=0	=0	=0	=0	=0	=5	=0	=0	=12	
=16186	=True	=583	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16186	=True	=589	=0	=0	=0	=0	=0	=0	=5	=0	=0	=8	
=16186	=True	=590	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11	
=16186	=True	=671	=75	=0	=0	=928	=0	=5	=9	=0	=0	=11	
=16186	=True	=678	=80	=0	=0	=396	=0	=2	=12	=0	=0	=12	
=16186	=True	=687	=85	=0	=0	=210	=0	=1	=6	=0	=0	=11	
=16186	=True	=749	=0	=0	=0	=0	=0	=0	=7	=0	=0	=12	
=16186	=True	=761	=0	=0	=0	=0	=0	=0	=0	=0	=0	=10	
=16186	=True	=899	=65	=0	=0	=322	=0	=2	=0	=0	=0	=9	
=16186	=True	=925	=65	=0	=0	=483	=0	=3	=0	=0	=0	=9	
=16186	=True	=930	=85	=0	=0	=631	=0	=3	=6	=0	=0	=8	
=16186	=True	=972	=0	=0	=0	=0	=0	=0	=9	=0	=0	=9	
=16186	=True	=981	=75	=0	=0	=372	=0	=2	=0	=0	=0	=7	
=16186	=True	=1010	=65	=0	=0	=322	=0	=2	=12	=0	=0	=12	
=16188	=False	=247	=0	=0	=0	=0	=0	=0	=0	=0	=0	=34	
=16188	=False	=248	=0	=0	=0	=0	=0	=0	=18	=0	=0	=41	
=16188	=False	=260	=0	=0	=0	=0	=0	=0	=0	=0	=0	=25	
=16188	=False	=264	=0	=0	=0	=0	=0	=0	=0	=0	=0	=31	
=16188	=False	=269	=0	=0	=0	=0	=0	=0	=0	=0	=0	=35	
=16188	=False	=430	=0	=0	=0	=0	=0	=0	=132	=0	=0	=186	
=16189	=False	=247	=0	=0	=0	=0	=0	=0	=22	=0	=0	=54	
=16189	=False	=248	=0	=0	=0	=0	=0	=0	=18	=0	=0	=58	
=16189	=False	=252	=0	=0	=0	=0	=0	=0	=0	=0	=0	=36	
=16189	=False	=264	=0	=0	=0	=0	=0	=0	=24	=0	=0	=51	
=16189	=False	=593	=0	=0	=0	=0	=0	=0	=97	=0	=0	=170	
=16190	=False	=247	=0	=0	=0	=0	=0	=0	=18	=0	=0	=44	
=16190	=False	=248	=0	=0	=0	=0	=0	=0	=0	=0	=0	=65	
=16190	=False	=249	=0	=0	=0	=0	=0	=0	=12	=0	=0	=41	
=16190	=False	=264	=0	=0	=0	=0	=0	=0	=18	=0	=0	=44	
=16190	=False	=593	=0	=0	=0	=0	=0	=0	=94	=0	=0	=170	
=16191	=False	=593	=0	=0	=0	=0	=0	=0	=224	=0	=0	=336	
=16193	=True	=280	=0	=0	=0	=0	=0	=0	=0	=0	=0	=13	
=16193	=True	=281	=70	=77	=1	=160	=0	=3	=0	=0	=0	=13	
=16193	=True	=282	=0	=0	=0	=0	=0	=0	=0	=0	=0	=18	
=16193	=True	=284	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=16193	=True	=286	=0	=0	=0	=0	=0	=0	=0	=0	=0	=14	
=16193	=True	=289	=95	=172	=2	=363	=0	=5	=0	=0	=0	=15	
=16193	=True	=301	=95	=69	=1	=145	=0	=2	=0	=0	=0	=16	
=16193	=True	=309	=65	=189	=2	=398	=0	=8	=11	=0	=0	=16	
=16193	=True	=318	=65	=71	=1	=149	=0	=3	=0	=0	=0	=9	
=16193	=True	=319	=65	=189	=3	=397	=0	=8	=10	=0	=0	=12	
=16193	=True	=324	=65	=95	=1	=198	=0	=4	=3	=0	=0	=12	
=16193	=True	=350	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16193	=True	=351	=80	=175	=2	=367	=0	=6	=4	=0	=0	=13	
=16193	=True	=352	=80	=145	=2	=305	=0	=5	=0	=0	=0	=11	
=16193	=True	=356	=70	=25	=1	=53	=0	=1	=0	=0	=0	=12	
=16193	=True	=365	=225	=82	=1	=172	=0	=1	=0	=0	=0	=9	
=16193	=True	=373	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16193	=True	=375	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16193	=True	=376	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16193	=True	=377	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16193	=True	=381	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16193	=True	=383	=95	=139	=1	=291	=0	=4	=4	=0	=0	=12	
=16193	=True	=385	=95	=277	=4	=580	=0	=8	=5	=0	=0	=10	
=16193	=True	=395	=95	=208	=2	=435	=0	=6	=6	=0	=0	=12	
=16193	=True	=409	=70	=26	=0	=54	=0	=1	=12	=0	=0	=13	
